cpdID,cpdName,feature,ion,purpose,IonID,Commentsformanualrevision,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,measuredMZ,ppmError,npcStandardID,npcFeatureID,sn1,sn2,logPRDKit,logPALOGPS,logPChemAxon,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGPathway,KEGGID,chemspiderID,PubChemID,IUPAC,CAS,ChEBIID,InChI,InChIKey,confidenceScore,MSIAnnotationLevel,complexityScore,urine,plasma,serum,breastMilk,gastric,dueodenal,faecal,liver,originalMatrix,annotatedBy,validationFiles,ISOriginalFiles
RNEG-017,Ibuprofen Acyl Glucuronide,1,M-H,primary,RNEG-017.1,can be saturated,517.38,8.623,381.15494,381.1492227,381.1606573,502.38,532.38,382.1627678,C19H26O8,,,FB04292644,URNEG-16203,,,-1.7769,,,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glucuronides,HMDB0060919,,,,NA,NA,NA,143793,163959,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-({2-[4-(2-methylpropyl)phenyl]propanoyl}oxy)oxane-2-carboxylic acid",,NA,"InChI=1S/C19H26O8/c1-9(2)8-11-4-6-12(7-5-11)10(3)18(25)27-19-15(22)13(20)14(21)16(26-19)17(23)24/h4-7,9-10,13-16,19-22H,8H2,1-3H3,(H,23,24)/t10-,13-,14-,15+,16-,19-/m0/s1",ABOLXXZAJIAUGR-LEBSGKMFSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-017,Ibuprofen Acyl Glucuronide,2,[(M+1)-H],range,RNEG-017.2,,517.38,8.623,382.15835,382.1526176,382.1640824,502.38,532.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-017,Ibuprofen Acyl Glucuronide,3,[(M+2)-H],range,RNEG-017.3,,517.38,8.623,383.16064,383.1548926,383.1663874,502.38,532.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-017,Ibuprofen Acyl Glucuronide,4,[C6H10O7-H],specificity,RNEG-017.4,,517.38,8.623,193.035,193.0321045,193.0378955,502.38,532.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-017,Ibuprofen Acyl Glucuronide,5,[C6H10O7-H2O-H],specificity,RNEG-017.5,,517.38,8.623,175.024,175.0213746,175.0266254,502.38,532.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-017,Ibuprofen Acyl Glucuronide,6,[C6H10O7-2H2O-COO-H],specificity,RNEG-017.6,,517.38,8.623,113.02387,113.0221746,113.0255654,502.38,532.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-018,Indoxyl sulfate,1,M-H,primary,RNEG-018.1,can be saturated,203.7,3.395,212.00175,211.99857,212.00493,188.7,218.7,213.0095784,C8H7NO4S,,,PC00001917,URNEG-07354,,,0.2223,,,Organic sulfuric acids and derivatives,Arylsulfates,Arylsulfates,HMDB0000682,,,,NA,NA,NA,9840,10258,1H-indol-3-yloxidanesulfonic acid,,43355,"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)",BXFFHSIDQOFMLE-UHFFFAOYSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-018,Indoxyl sulfate,2,[(M+1)-H],range,RNEG-018.2,,203.7,3.395,213.0046,213.0014049,213.0077951,188.7,218.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-018,Indoxyl sulfate,3,[(M+2)-H],range,RNEG-018.3,,203.7,3.395,213.99953,213.99632,214.00274,188.7,218.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-018,Indoxyl sulfate,4,[M+SO3-H],specificity,RNEG-018.4,,203.7,3.395,291.95857,291.9541906,291.9629494,188.7,218.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-018,Indoxyl sulfate,5,[M-SO3-H],specificity,RNEG-018.5,,203.7,3.395,132.04494,132.0429593,132.0469207,188.7,218.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-019,Inosine,1,M-H,primary,RNEG-019.1,,96.66,1.611,267.07294,267.0689339,267.0769461,81.66,111.66,268.0807695,C10H12N4O5,,,PC00002057,URNEG-03168,,,-1.7698,,,Purine nucleosides,,Purine nucleosides,HMDB0000195,,,,NA,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",C00294,5799,135398641,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-3H-purin-6-one",,17596,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",UGQMRVRMYYASKQ-KQYNXXCUSA-N,2a,1,6,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-019,Inosine,2,[(M+1)-H],range,RNEG-019.2,,96.66,1.611,268.07561,268.0715889,268.0796311,81.66,111.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-019,Inosine,3,[M-H-C5H8O4],specificity,RNEG-019.3,,96.66,1.611,135.03069,135.0286645,135.0327155,81.66,111.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-020,Tyrosine,1,M-H,primary,RNEG-020.1,,82.5,1.375,180.06607,180.063369,180.068771,67.5,97.5,181.0738932,C9H11NO3,,,PC00001536,URNEG-02662,,,-0.9731,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Tyrosine and derivatives,HMDB0000158,,,,NA,Tyrosine Metabolism,C00082,5833,6057,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,,17895,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,2a,1,,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-020,Tyrosine,2,[(M+1)-H],range,RNEG-020.2,,82.5,1.375,181.06924,181.066524,181.071956,67.5,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-020,Tyrosine,3,[M-NH3-H],specificity,RNEG-020.3,,82.5,1.375,163.03952,163.0370744,163.0419656,67.5,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-021,Methylsuccinic acid,1,M-H,primary,RNEG-021.1,,131.16,2.186,131.03443,131.0324645,131.0363955,116.16,146.16,132.0422587,C5H8O4,,,PC00002033,URNEG-04446,,,-1.1522,,,Fatty Acyls,Fatty acids and conjugates,Methyl-branched fatty acids,HMDB0001844,,,,NA,NA,NA,9922,10349,2-methylbutanedioic acid,,91316,"InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)/t3-/m0/s1",WXUAQHNMJWJLTG-VKHMYHEASA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-021,Methylsuccinic acid,2,[(M+1)-H],range,RNEG-021.2,,131.16,2.186,132.03785,132.0358694,132.0398306,116.16,146.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-021,Methylsuccinic acid,3,[M-NH3-H],specificity,RNEG-021.3,,131.16,2.186,87.0446,87.04329433,87.04590567,116.16,146.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-022,N-Acetylglutamine,1,M-H,primary,RNEG-022.1,,58.68,0.978,187.07188,187.0690739,187.0746861,43.68,73.68,188.0797069,C7H12N2O4,,,PC00000620,URNEG-01879,,,-1.36073,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamine and derivatives,HMDB0006029,,,,NA,NA,NA,19076037,182230,4-carbamoyl-2-acetamidobutanoic acid,,21553,"InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)/t5-/m0/s1",KSMRODHGGIIXDV-YFKPBYRVSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-022,N-Acetylglutamine,2,[(M+1)-H],range,RNEG-022.2,,58.68,0.978,188.07476,188.0719389,188.0775811,43.68,73.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-022,N-Acetylglutamine,3,[M-CH2CO-H],specificity,RNEG-022.3,,58.68,0.978,145.06132,145.0591441,145.0634959,43.68,73.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-022,N-Acetylglutamine,4,[M-CH3COOH-H],specificity,RNEG-022.4,,58.68,0.978,127.05075,127.0488442,127.0526558,43.68,73.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-022,N-Acetylglutamine,5,[M-H2O-COO-H],specificity,RNEG-022.5,,58.68,0.978,125.07149,125.0696139,125.0733661,43.68,73.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-023,Acetaminophen Glucuronide,1,M-H,primary,RNEG-023.1,can be saturated,115.02,1.917,326.08759,326.0826987,326.0924813,100.02,130.02,327.0954165,C14H17NO8,,,PC00000486,URNEG-03872,,,-1.7034,,,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,HMDB0010316,,,,NA,NA,NA,75744,83944,"(2S,3S,4S,5R,6S)-6-(4-acetamidophenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,32636,"InChI=1S/C14H17NO8/c1-6(16)15-7-2-4-8(5-3-7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)/t9-,10-,11+,12-,14+/m0/s1",IPROLSVTVHAQLE-BYNIDDHOSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-023,Acetaminophen Glucuronide,2,[(M+1)-H],range,RNEG-023.2,,115.02,1.917,327.09085,327.0859436,327.0957564,100.02,130.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-023,Acetaminophen Glucuronide,3,[(M+2)-H],range,RNEG-023.3,,115.02,1.917,328.09279,328.0878686,328.0977114,100.02,130.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-023,Acetaminophen Glucuronide,4,[M-C6H8O6-H],specificity,RNEG-023.4,,115.02,1.917,150.0555,150.0532492,150.0577508,100.02,130.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-023,Acetaminophen Glucuronide,5,[C6H8O6-H],specificity,RNEG-023.5,,115.02,1.917,175.02426,175.0216346,175.0268854,100.02,130.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-024,Pantothenic acid,1,M-H,primary,RNEG-024.1,,138.84,2.314,218.10285,218.0995785,218.1061215,123.84,153.84,219.1106727,C9H17NO5,,,PC00002462,URNEG-04797,,,-1.8626,,,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,HMDB0000210,,,,NA,Pantothenate and CoA Metabolism,C00864,963,6613,"3-[(2R)-2,4-dihydroxy-3,3-dimethylbutanamido]propanoic acid",,46905,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-024,Pantothenic acid,2,[(M+1)-H],range,RNEG-024.2,,138.84,2.314,219.10605,219.1027634,219.1093366,123.84,153.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-024,Pantothenic acid,3,[M-C3H4O2-H],specificity,RNEG-024.3,,138.84,2.314,146.08172,146.0795288,146.0839112,123.84,153.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-024,Pantothenic acid,4,[M-C6H10O3-H],specificity,RNEG-024.4,,138.84,2.314,88.03985,88.0385294,88.0411706,123.84,153.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-025,Acetaminophen Sulfate,1,M-H,primary,RNEG-025.1,can be saturated,135.6,2.26,230.01232,230.0088698,230.0157702,120.6,150.6,231.0201431,C8H9NO5S,,,PC00000364,URNEG-04699,,,0.0191,,,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0059911,,,,NA,NA,NA,75741,83939,(4-acetamidophenyl)oxidanesulfonic acid,,32635,"InChI=1S/C8H9NO5S/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)",IGTYILLPRJOVFY-UHFFFAOYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-025,Acetaminophen Sulfate,2,[(M+1)-H],range,RNEG-025.2,,135.6,2.26,231.01518,231.0117148,231.0186452,120.6,150.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-025,Acetaminophen Sulfate,3,[(M+2)-H],range,RNEG-025.3,,135.6,2.26,232.01033,232.0068498,232.0138102,120.6,150.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-025,Acetaminophen Sulfate,4,[M-SO3-H],specificity,RNEG-025.4,,135.6,2.26,150.0555,150.0532492,150.0577508,120.6,150.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-025,Acetaminophen Sulfate,5,[M-SO3-CH3CO-H],specificity,RNEG-025.5,,135.6,2.26,107.03711,107.0355044,107.0387156,120.6,150.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-026,p-Cresol sulfate,1,M-H,primary,RNEG-026.1,can be saturated,252,4.2,187.0065,187.0036949,187.0093051,237,267,188.0143294,C7H8O4S,,,in house,URNEG-09581,,,0.01762,,,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0011635,,,,NA,NA,NA,3806481,4615423,(4-methylphenyl)oxidanesulfonic acid,,82914,"InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)",WGNAKZGUSRVWRH-UHFFFAOYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-026,p-Cresol sulfate,2,[(M+1)-H],range,RNEG-026.2,,252,4.2,188.00954,188.0067199,188.0123601,237,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-026,p-Cresol sulfate,3,[(M+2)-H],range,RNEG-026.3,,252,4.2,189.00413,189.0012949,189.0069651,237,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-026,p-Cresol sulfate,4,[M-SO3-H],specificity,RNEG-026.4,,252,4.2,107.04969,107.0480843,107.0512957,237,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-027,Dehydroepiandrosterone Sulfate,1,M-H,primary,RNEG-027.1,,475.2,7.92,367.15792,367.1524126,367.1634274,460.2,490.2,368.1657447,C19H28O5S,,,in house,URNEG-15668,,,0.0873,,,Steroids and steroid derivatives,Sulfated steroids,Sulfated steroids,HMDB0001032,Sterols [ST],Steroid conjugates [ST05],Sulfates [ST0502],LMST05020010,Steroid hormone biosynthesis,C04555,12074,12594,"[(1S,2R,5S,10R,11S,15S)-2,15-dimethyl-14-oxotetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-en-5-yl]oxidanesulfonic acid",,16814,"InChI=1S/C19H28O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h3,13-16H,4-11H2,1-2H3,(H,21,22,23)/t13-,14-,15-,16-,18-,19-/m0/s1",CZWCKYRVOZZJNM-USOAJAOKSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-027,Dehydroepiandrosterone Sulfate,2,[(M+1)-H],range,RNEG-027.2,,475.2,7.92,368.16118,368.1556576,368.1667024,460.2,490.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-027,Dehydroepiandrosterone Sulfate,3,[M+Na.HCOO-H],specificity,RNEG-027.3,,475.2,7.92,435.14534,435.1388128,435.1518672,460.2,490.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-028,Salicylic acid,1,M-H,primary,RNEG-028.1,,328.86,5.481,137.02387,137.0218146,137.0259254,313.86,343.86,138.0316941,C7H6O3,,,PC00000777,URNEG-11834,,,0.5681,,,Benzene and substituted derivatives,Benzoic acids and derivatives,Salicylic acids,HMDB0001895,,,,NA,Phenylalanine metabolism,C00805,331,338,2-hydroxybenzoic acid,,16914,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-028,Salicylic acid,2,[(M+1)-H],range,RNEG-028.2,,328.86,5.481,138.02726,138.0251896,138.0293304,313.86,343.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-028,Salicylic acid,3,[M-COO-H],specificity,RNEG-028.3,,328.86,5.481,93.03404,93.03404,93.03543551,313.86,343.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-029,Succinic acid,1,M-H,primary,RNEG-029.1,,82.2,1.37,117.01878,117.0170247,117.0205353,67.2,97.2,118.0266087,C4H6O4,,,IROS_P01W61,URNEG-02644,,,-1.1522,,,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,HMDB0000254,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170043,"TCA cycle; Oxidative phosphorylation; Alanine, aspartate and glutamate metabolism",C00042,140973,1110,butanedioic acid,,15741,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",KDYFGRWQOYBRFD-UHFFFAOYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-029,Succinic acid,2,[(M+1)-H],range,RNEG-029.2,,82.2,1.37,118.0222,118.0204297,118.0239703,67.2,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-029,Succinic acid,3,[M-COO-H],specificity,RNEG-029.3,,82.2,1.37,73.02895,73.02785457,73.03004543,67.2,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-030,Theophylline,1,M-H,primary,RNEG-030.1,,165.36,2.756,179.0569,179.0542141,179.0595859,150.36,180.36,180.0647255,C7H8N4O2,,,PC00000764,URNEG-05842,,,-2.1149,,,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001889,,,,NA,Caffeine metabolism,C07130,2068,2153,"1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",,28177,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",ZFXYFBGIUFBOJW-UHFFFAOYSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-030,Theophylline,2,[(M+1)-H],range,RNEG-030.2,,165.36,2.756,180.05928,180.0565791,180.0619809,150.36,180.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-030,Theophylline,3,[M-CH3-H],specificity,RNEG-030.3,,165.36,2.756,164.03343,164.0309695,164.0358905,150.36,180.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-031,"1,2,3-Propanetricarboxylic acid",1,M-H,primary,RNEG-031.1,,82.8,1.38,175.02426,175.0216346,175.0268854,67.8,97.8,176.032088,C6H8O6,,,PC00001870,URNEG-02674,,,-1.8724,,,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,HMDB0031193,,,,NA,NA,C19806,14220,14925,"propane-1,2,3-tricarboxylic acid",,45969,"InChI=1S/C6H8O6/c7-4(8)1-3(6(11)12)2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KQTIIICEAUMSDG-UHFFFAOYSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-031,"1,2,3-Propanetricarboxylic acid",2,[(M+1)-H],range,RNEG-031.2,,82.8,1.38,176.02768,176.0250396,176.0303204,67.8,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-031,"1,2,3-Propanetricarboxylic acid",3,[M-H2O-H],specificity,RNEG-031.3,,82.8,1.38,157.0137,157.0113448,157.0160552,67.8,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-032,Uric acid,1,M-H,primary,RNEG-032.1,can be saturated,67.08,1.118,167.02051,167.0180047,167.0230153,52.08,82.08,168.02834,C5H4N4O3,,,BioLog PM3W75,URNEG-02162,,,0.0586,,,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0000289,,,,NA,Purine metabolism,C00366,1142,1175,"2,3,6,7,8,9-hexahydro-1H-purine-2,6,8-trione",,17775,"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)",LEHOTFFKMJEONL-UHFFFAOYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-032,Uric acid,2,[(M+1)-H],range,RNEG-032.2,,67.08,1.118,168.02258,168.0200597,168.0251003,52.08,82.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
