CompoundID,cpdName,feature,ion,IonID,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGID,chemspiderID,PubChemID,IUPAC,InChI,InChIKey,MSIAnnotationLevel
HPOS-0049,Lysine,1,[M+H]+,HPOS-0049.1,358.8,5.98,147.1128042,147.1105975,147.1150108,343.8,373.8,146.1055277,C6H14N2O2,-2.7345,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000182,,,,NA,C00047,5747,5962,,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1",KDXKERNSBIXSRK-YFKPBYRVSA-N,1
HPOS-0050,alpha-Glycerophosphocholine,1,[M+H]+,HPOS-0050.1,361,6.017,258.1101005,258.1062288,258.1139721,346,376,257.102824,C8H20NO6P,-3.1312,Glycerophospholipids,Glycerophosphocholines,Glycerophosphocholines,HMDB0000086,,,,NA,C00670,10760,11234,,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3",SUHOQUVVVLNYQR-UHFFFAOYSA-N,1
HPOS-0051,3-Methylhistidine,1,[M+H]+,HPOS-0051.1,365.5,6.092,170.0924031,170.0898517,170.0949544,350.5,380.5,169.0851266,C7H11N3O2,-2.3359,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,HMDB0000479,,,,NA,C01152,58494,64969,,"InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1",JDHILDINMRGULE-LURJTMIESA-N,1
HPOS-0052,1-Methylhistidine,1,[M+H]+,HPOS-0052.1,381,6.35,170.0924031,170.0898517,170.0949544,366,396,169.0851266,C7H11N3O2,-2.3359,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,HMDB0000001,,,,NA,C01152,83153,92105,,"InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1",BRMWTNUJHUMWMS-LURJTMIESA-N,1
HPOS-0053,N-Acetyl-D-mannosamine | N-Acetyl-D-glucosamine,1,[M+Na]+,HPOS-0053.1,108.5,1.808,244.0791579,244.0754967,244.0828191,93.5,123.5,221.0899372,C8H15NO6,-2.2373,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Acylaminosugars,HMDB0001129 | HMDB0000215,,,,NA,C00645 | C00140,388414 | 388319,439281 | 439174,,"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5+,6-,7-,8?/m1/s1 | InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1",OVRNDRQMDRJTHS-ZTVVOAFPSA-N | OVRNDRQMDRJTHS-RTRLPJTCSA-N,1
HPOS-0055,Hypoxanthine,1,[M+H]+,HPOS-0055.1,95.5,1.592,137.0457873,137.0437316,137.0478429,80.5,110.5,136.0385108,C5H4N4O,-0.134,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,HMDB0000157,,,,NA,C00262,768,135398638,,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",FDGQSTZJBFJUBT-UHFFFAOYSA-N,1
HPOS-0056,Pantothenic acid,1,[M+H]+,HPOS-0056.1,68,1.133,220.1179491,220.1146473,220.1212508,53,83,219.1106726,C9H17NO5,-1.8626,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,HMDB0000210,,,,NA,C00864,963,6613,,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N,1
HPOS-0057,Urocanic acid,1,[M+H]+,HPOS-0057.1,78.2,1.304,139.0502039,139.0481181,139.0522896,63.2,93.2,138.0429274,C6H6N2O2,-0.4967,Azoles,Imidazoles,Imidazolyl carboxylic acids and derivatives,HMDB0000301,,,,NA,C00785,643824,736715,,"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/b2-1+",LOIYMIARKYCTBW-OWOJBTEDSA-N,1
HPOS-0058,5'-Methylthioadenosine,1,[M+H]+,HPOS-0058.1,78.1,1.301,298.0968368,298.0923653,298.1013082,63.1,93.1,297.0895603,C11H15N5O3S,-1.8553,5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,HMDB0001173,,,,NA,C00170,16739738,149,"(2R,3R,4S,5S)-2-(6-amino-9H-purin-9-yl)-5-[(methylsulfanyl)methyl]oxolane-3,4-diol","InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1",WUUGFSXJNOTRMR-IOSLPCCCSA-N,1
HPOS-0059,Cytosine,1,[M+H]+,HPOS-0059.1,143.5,2.392,112.0505383,112.0488575,112.052219,128.5,158.5,111.0432618,C4H5N3O,-0.81193,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones,HMDB0000630,,,,NA,C00380,577,597,,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",OPTASPLRGRRNAP-UHFFFAOYSA-N,1
HPOS-0060,Benzoylcarnitine,1,[M+H]+,HPOS-0060.1,267.3,4.455,266.1386846,266.1346925,266.1426766,252.3,282.3,265.1314081,C14H19NO4,-2.2788,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,HMDB0240664,,,,NA,NA,114314,129022,,"InChI=1S/C14H19NO4/c1-15(2,3)10-12(9-13(16)17)19-14(18)11-7-5-4-6-8-11/h4-8,12H,9-10H2,1-3H3/t12-/m1/s1",AWUHAZDZHNWQAG-GFCCVEGCSA-N,3
HPOS-0061,Pipecolic acid | N-methyl Proline,1,[M+H]+,HPOS-0061.1,268.7,4.479,130.0862551,130.0843038,130.0882063,253.7,283.7,129.0789786,C6H11NO2,0.2131 | 0.1652,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha-amino acids | Proline and derivatives,HMDB0000070 | HMDB0094696,,,,NA,C00408? | NA,826 | 558617,849 | 643474,,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9) | InChI=1S/C6H11NO2/c1-7-4-2-3-5(7)6(8)9/h5H,2-4H2,1H3,(H,8,9)/t5-/m0/s1",HXEACLLIILLPRG-UHFFFAOYSA-N  | CWLQUGTUXBXTLF-YFKPBYRVSA-N,1
HPOS-0062,Tiglylcarnitine CAR(5:1),1,[M+H]+,HPOS-0062.1,272.6,4.543,244.1543347,244.1506723,244.157997,257.6,287.6,243.1470582,C12H21NO4,-2.8724,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0002366,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,34999729,91825636,,"InChI=1S/C12H21NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h6,10H,7-8H2,1-5H3/b9-6+/t10-/m1/s1",WURBQCVBQNMUQT-OLKPEBQYSA-N,3
HPOS-0063,Octadecenoylcarnitine CAR(18:1),1,[M+H]+,HPOS-0063.1,225.9,3.65,426.3577865,426.3513911,426.3641818,210.9,240.9,425.35051,C25H47NO4,NA,Fatty Acyls,Fatty acid esters,Acyl carnitines,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,NA,NA,,NA,NA,2
HPOS-0064,Decadienoylcarnitine CAR(10:2),1,[M+H]+,HPOS-0064.1,246.4,4.107,312.2169349,312.2122516,312.2216181,231.4,261.4,311.2096584,C17H29NO4,NA,Fatty Acyls,Fatty acid esters,Acyl carnitines,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,NA,NA,,NA,NA,3
HPOS-0065,Decenoylcarnitine CAR(10:1),1,[M+H]+,HPOS-0065.1,242.5,4,314.232585,314.2278715,314.2372984,227.5,257.5,313.2253085,C17H31NO4,NA,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,NA,NA,,NA,NA,3
HPOS-0066,Dodecenoylcarnitine CAR(12:1),1,[M+H]+,HPOS-0066.1,234.9,3.89,342.2638851,342.2587511,342.269019,219.9,249.9,341.2566086,C19H35NO4,NA,Fatty Acyls,Fatty acid esters,Fatty acid esters,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,NA,NA,,NA,NA,3
HPOS-0067,Hexadecenoylcarnitine CAR(16:1),1,[M+H]+,HPOS-0067.1,229.5,3.826,398.3264853,398.3205104,398.3324601,214.5,244.5,397.3192088,C23H43NO4,NA,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Acyl carnitines,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,NA,NA,,NA,NA,3
HPOS-0068,Octadecadienoylcarnitine CAR(18:2),1,[M+H]+,HPOS-0068.1,227.8,3.797,424.3421354,424.3357702,424.3485005,212.8,242.8,423.3348589,C25H45NO4,NA,Fatty Acyls,Fatty acid esters,Acyl carnitines,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,NA,NA,,NA,NA,3
HPOS-0070,Hydroxydecanoylcarnitine CAR(10:0-OH),1,[M+H]+,HPOS-0070.1,272.9,4.49,332.2431496,332.2381659,332.2481332,257.9,287.9,331.2358731,C17H33NO5,NA,Fatty Acyls,Fatty acid esters,Acyl carnitines,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,NA,NA,,NA,NA,3
HPOS-0071,3-Hydroxybutyrylcarnitine CAR(4:0-OH),1,[M+H]+,HPOS-0071.1,325.4,5.4,248.1492493,248.145527,248.1529715,310.4,340.4,247.1419728,C11H21NO5,-3.677,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0013127,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070037,NA,28540388,71464477,,"InChI=1S/C11H21NO5/c1-8(13)5-11(16)17-9(6-10(14)15)7-12(2,3)4/h8-9,13H,5-7H2,1-4H3",UEFRDQSMQXDWTO-UHFFFAOYSA-N,1
HPOS-0072,Thiamine,1,[M]+,HPOS-0072.1,329.6,5.493,265.1117583,265.1077816,265.115735,314.6,344.6,265.1123069,C12H17N4OS,-1.44459,Diazines,Pyrimidines and pyrimidine derivatives,Thiamines,HMDB0000235,,,,NA,C00378,1098,1130,"3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium","InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",JZRWCGZRTZMZEH-UHFFFAOYSA-N,1
HPOS-0073,4-Guanidinobutanoic acid,1,[M+H]+,HPOS-0073.1,230.4,3.84,146.0924031,146.0902117,146.0945944,215.4,245.4,145.0851266,C5H11N3O2,-2.55853,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,HMDB0003464,,,,NA,C01035,486,500,4-[(diaminomethylidene)amino]butanoic acid,"InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)",TUHVEAJXIMEOSA-UHFFFAOYSA-N,1
HPOS-0074,"N,N-Dimethylglycine",1,[M+H]+,HPOS-0074.1,278.3,4.639,104.070605,104.0690439,104.072166,263.3,293.3,103.0633285,C4H9NO2,-1.6494,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,HMDB0000092,,,,NA,C01026,653,673,2-(Dimethylamino)acetic acid,"InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)",FFDGPVCHZBVARC-UHFFFAOYSA-N,1
HPOS-0075,Pseudouridine,1,[M+H]+,HPOS-0075.1,76.2,1.25,245.0768126,245.0731364,245.0804887,61.2,91.2,244.0695361,C9H12N2O6,-1.4807,Nucleoside and nucleotide analogues,NA,Nucleoside and nucleotide analogues,HMDB0000767,,,,NA,C02067,14319,15047,,"InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)/t4-,5-,6-,7+/m1/s1",PTJWIQPHWPFNBW-GBNDHIKLSA-N,1
HPOS-0076,L-Prolyl-L-proline,1,[M+H]+,HPOS-0076.1,326.1,5.4,213.1233689,213.120172,213.1265657,311.1,341.1,212.1160924,C10H16N2O3,-2.4202,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,HMDB0011180,,,,NA,NA,9797341,11622593,1-(pyrrolidine-2-carbonyl)pyrrolidine-2-carboxylic acid,"InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h7-8,11H,1-6H2,(H,14,15)/t7-,8-/m0/s1",RWCOTTLHDJWHRS-YUMQZZPRSA-N,1
HPOS-0077,N6-Acetyl-L-lysine | N-alpha-Acetyl-L-lysine,1,[M+H]+,HPOS-0077.1,324,5.44,189.1233689,189.120532,189.1262057,309,339,188.1160924,C8H16N2O3,0.545,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,HMDB0000206 | HMDB0000446,,,,NA,C02727? | C12989,83801 | 83869,92832 | 92907,,"InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1 | InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1",DTERQYGMUDWYAZ-ZETCQYMHSA-N | VEYYWZRYIYDQJM-ZETCQYMHSA-N ,1
HPOS-0078,"N2,N2-Dimethylguanosine",1,[M+H]+,HPOS-0078.1,116.2,1.9,312.1302452,312.1255632,312.1349271,101.2,131.2,311.1229687,C12H17N5O5,-2.3188,Purine nucleosides,NA,Purine nucleosides,HMDB0004824,,,,NA,NA,83878,135501639,,"InChI=1S/C12H17N5O5/c1-16(2)12-14-9-6(10(21)15-12)13-4-17(9)11-8(20)7(19)5(3-18)22-11/h4-5,7-8,11,18-20H,3H2,1-2H3,(H,14,15,21)/t5-,7-,8-,11-/m1/s1",RSPURTUNRHNVGF-IOSLPCCCSA-N,1
HPOS-0079,Inosine,1,[M+Na]+,HPOS-0079.1,97.3,1.609,291.0699902,291.0656242,291.0743563,82.3,112.3,268.0807695,C10H12N4O5,-1.7698,Purine nucleosides,NA,Purine nucleosides,HMDB0000195,,,,NA,C00294,5799,135398641,,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",UGQMRVRMYYASKQ-KQYNXXCUSA-N,1
HPOS-0080,Butyrylcarnitine CAR(4:0)| Isobutyrylcarnitine CAR(4:0),1,[M+H]+,HPOS-0080.1,277,4.69,232.1543347,232.1508523,232.157817,262,292,231.1470582,C11H21NO4,-0.4555 | -0.5996,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0002013 | HMDB0000736,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02862 | NA,184820 | 147286,213144 | 168379,,"InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1 | InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",QWYFHHGCZUCMBN-SECBINFHSA-N | QWYFHHGCZUCMBN-SECBINFHSA-N ,1
HPOS-0081,Acetaminophen,1,[M+H]+,HPOS-0081.1,44.8,0.71,152.070605,152.0683239,152.072886,29.8,59.8,151.0633285,C8H9NO2,1.1088,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids,HMDB0001859,,,,NA,C06804,1906,1983,,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,1
HPOS-0082,7-Methylguanine,1,[M+H]+,HPOS-0082.1,134.4,2.19,166.0723364,166.0698453,166.0748274,119.4,149.4,165.0650599,C6H7N5O,-1.17123,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,HMDB0000897,,,,NA,C02242,10883,135398679,,"InChI=1S/C6H7N5O/c1-11-2-8-4-3(11)5(12)10-6(7)9-4/h2H,1H3,(H3,7,9,10,12)",FZWGECJQACGGTI-UHFFFAOYSA-N,1
HPOS-0083,Tryptamine,1,[M+H-NH3]+,HPOS-0083.1,167.6,2.79,144.0807749,144.0786136,144.0829361,152.6,182.6,160.1000484,C10H12N2,-0.0805,Indoles and derivatives,Tryptamines and derivatives,Tryptamines and derivatives,HMDB0000303,,,,NA,C00398,1118,1150,,"InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2",APJYDQYYACXCRM-UHFFFAOYSA-N,1
HPOS-0084,N1-Methyl-2-pyridone-5-carboxamide,1,[M+H]+,HPOS-0084.1,76,1.24,153.0658565,153.0635605,153.0681524,61,91,152.05858,C7H8N2O2,-0.98153,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Nicotinamides,HMDB0004193,,,,NA,C05842,62899,69698,,"InChI=1S/C7H8N2O2/c1-9-4-5(7(8)11)2-3-6(9)10/h2-4H,1H3,(H2,8,11)",JLQSXXWTCJPCBC-UHFFFAOYSA-N,1
HPOS-0085,N1-Methyl-4-pyridone-3-carboxamide,1,[M+H]+,HPOS-0085.1,92.6,1.5,153.0658565,153.0635605,153.0681524,77.6,107.6,152.05858,C7H8N2O2,-0.98153,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Nicotinamides,HMDB0004194,,,,NA,C05843,389671,440810,,"InChI=1S/C7H8N2O2/c1-9-3-2-6(10)5(4-9)7(8)11/h2-4H,1H3,(H2,8,11)",KTLRWTOPTKGYQY-UHFFFAOYSA-N,1
HPOS-0086,Cortisol,1,[M+H]+,HPOS-0086.1,44.5,0.71,363.2166006,363.2111523,363.2220488,29.5,59.5,362.2093241,C21H30O5,-0.7363,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,HMDB0000063,Sterols [ST],Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",LMST02030001,C00735,5551,5754,,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",JYGXADMDTFJGBT-VWUMJDOOSA-N,1
HPOS-0087,1-Methyladenosine,1,[M+H]+,HPOS-0087.1,250.1,4.1,282.1196805,282.1154487,282.1239122,235.1,265.1,281.112404,C11H15N5O4,-2.90333,Purine nucleosides,NA,Purine nucleosides,HMDB0003331,,,,NA,C02494,17216227,27476,,"InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1",GFYLSDSUCHVORB-IOSLPCCCSA-N,1
HPOS-0088,N6-Methyladenosine,1,[M+H]+,HPOS-0088.1,86.4,1.43,282.1196805,282.1154487,282.1239122,71.4,101.4,281.112404,C11H15N5O4,-2.2846,Purine nucleosides,NA,Purine nucleosides,HMDB0004044,,,,NA,NA,92307,102175,,"InChI=1S/C11H15N5O4/c1-12-9-6-10(14-3-13-9)16(4-15-6)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11,17-19H,2H2,1H3,(H,12,13,14)/t5-,7-,8-,11-/m1/s1",VQAYFKKCNSOZKM-IOSLPCCCSA-N,1
HPOS-0089,1-Methylnicotinamide,1,[M]+,HPOS-0089.1,249.3,4.08,137.0709393,137.0688833,137.0729954,234.3,264.3,137.0714879,C7H9N2O,-0.97873,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Nicotinamides,HMDB0000699,,,,NA,C02918,444,457,,"InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1",LDHMAVIPBRSVRG-UHFFFAOYSA-O,1
HPOS-0090,N4-Acetylcytidine,1,[M+H]+,HPOS-0090.1,77.6,1.27,286.1033617,286.0990701,286.1076532,62.6,92.6,285.0960852,C11H15N3O6,-2.3852,Pyrimidine nucleosides,NA,Pyrimidine nucleosides,HMDB0005923,,,,NA,NA,96702,107461,,"InChI=1S/C11H15N3O6/c1-5(16)12-7-2-3-14(11(19)13-7)10-9(18)8(17)6(4-15)20-10/h2-3,6,8-10,15,17-18H,4H2,1H3,(H,12,13,16,19)/t6-,8-,9-,10-/m1/s1",NIDVTARKFBZMOT-PEBGCTIMSA-N,1
HPOS-0091,Disaccharides,1,[M+Na]+,HPOS-0091.1,138.2,2.27,365.1054322,365.0999556,365.1109088,123.2,153.2,342.1162115,C12H22O11,-4.976,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,HMDB0000258,,,,NA,C00089,5768,5988,,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",CZMRCDWAGMRECN-UGDNZRGBSA-N,1
HPOS-0092,1-Methylpiperidine-2-carboxylic acid (N-methyl pipecolic acid),1,[M+H]+,HPOS-0092.1,278.7,4.59,144.1019052,144.0997436,144.1040667,263.7,293.7,143.0946287,C7H13NO2,-1.2187,NA,NA,NA,NA,,,,NA,NA,368258,415939,,"InChI=1S/C7H13NO2/c1-8-5-3-2-4-6(8)7(9)10/h6H,2-5H2,1H3,(H,9,10)",BPSLZWSRHTULGU-UHFFFAOYSA-N,1
HPOS-0093,Nonenoylcarnitine CAR(9:1),1,[M+H]+,HPOS-0093.1,239.8,4,300.2169365,300.2124332,300.2214397,224.8,254.8,299.20966,C16H29NO4,NA,Fatty Acyls,Fatty acid esters,Acyl carnitines,NA,,,,NA,C02301,NA,NA,,NA,NA,3
HPOS-0095,Tetradecanoylcarnitine CAR(14:0),1,[M+H]+,HPOS-0095.1,229.3,3.78,372.3108353,372.3052506,372.3164199,214.3,244.3,371.3035588,C21H41NO4,-1.5975,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0005066,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070107,C02301,30776567,53477791,(3R)-3-(tetradecanoyloxy)-4-(trimethylazaniumyl)butanoate,"InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1",PSHXNVGSVNEJBD-LJQANCHMSA-N,3
HPOS-0096,Tetradecadienoylcarnitine CAR(14:2),1,[M+H]+,HPOS-0096.1,230.8,3.81,368.2795352,368.274011,368.2850593,215.8,245.8,367.2722587,C21H37NO4,NA,Fatty Acyls,Fatty acid esters,NA,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,,,,NA,NA,3
HPOS-0097,Symmetric dimethylarginine,1,[M+H-CH3NH2]+,HPOS-0097.1,354.6,5.91,172.1080565,172.1054748,172.1106381,339.6,369.6,202.14298,C8H18N4O2,-1.0267,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Arginine and derivatives,HMDB0003334,,,,NA,,147942,169148,"(2S)-2-amino-5-[(N,N'-dimethylcarbamimidoyl)amino]pentanoic acid","InChI=1S/C8H18N4O2/c1-10-8(11-2)12-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H,13,14)(H2,10,11,12)/t6-/m0/s1",HVPFXCBJHIIJGS-LURJTMIESA-N,1
HPOS-0098,Carnosine,1,[M+H]+,HPOS-0098.1,360.6,6.01,227.1138665,227.1104597,227.1172732,345.6,375.6,226.10659,C9H14N4O3,-2.6349,Peptidomimetics,Hybrid peptides,Hybrid peptides,HMDB0000033,,,,NA,C00386,388363,439224,(2S)-2-(3-aminopropanamido)-3-(1H-imidazol-5-yl)propanoic acid,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",CQOVPNPJLQNMDC-ZETCQYMHSA-N,1
HPOS-0099,Anserine,1,[M+H]+,HPOS-0099.1,366,6.1,241.1295165,241.1258995,241.1331334,351,381,240.12224,C10H16N4O3,-2.7793,Peptidomimetics,Hybrid peptides,Hybrid peptides,HMDB0000194,,,,NA,C01262,100482,112072,(2S)-2-(3-aminopropanamido)-3-(1-methyl-1H-imidazol-5-yl)propanoic acid,"InChI=1S/C10H16N4O3/c1-14-6-12-5-7(14)4-8(10(16)17)13-9(15)2-3-11/h5-6,8H,2-4,11H2,1H3,(H,13,15)(H,16,17)/t8-/m0/s1",MYYIAHXIVFADCU-QMMMGPOBSA-N,1
HPOS-0100,Xanthine,1,[M+H]+,HPOS-0100.1,69,1.15,153.0407065,153.0384108,153.0430021,54,84,152.03343,C5H4N4O2,-0.0377,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0000292,,,,NA,C00385,1151,1188,"2,3,6,7-tetrahydro-1H-purine-2,6-dione","InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",LRFVTYWOQMYALW-UHFFFAOYSA-N,1
HPOS-0101,Hippuric acid,1,[M+H]+,HPOS-0101.1,69.6,1.16,180.0655165,180.0628155,180.0682174,54.6,84.6,179.05824,C9H9NO3,-0.3812,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids,HMDB0000714,,,,NA,C01586,451,464,2-(phenylformamido)acetic acid,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)",QIAFMBKCNZACKA-UHFFFAOYSA-N,1
