cpdID,cpdName,feature,ion,IonID,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGID,chemspiderID,PubChemID,ChEBIID,InChI,InChIKey,MSIAnnotationLevel
RPOS-051,7-Methylguanine,1,M+H,RPOS-051.1,75.66,1.261,166.07288,166.0703889,166.0753711,60.66,90.66,165.0650599,C6H7N5O,-1.17123,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,HMDB0000897,,,,NA,C02242,10883,11361,28664,"InChI=1S/C6H7N5O/c1-11-2-8-4-3(11)5(12)10-6(7)9-4/h2H,1H3,(H3,7,9,10,12)",FZWGECJQACGGTI-UHFFFAOYSA-N,1
RPOS-052,Pyroglutamic acid,1,M+H,RPOS-052.1,76.38,1.273,130.05042,130.0484692,130.0523708,61.38,91.38,129.0425931,C5H7NO3,-1.0211,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,HMDB0000267,,,,NA,C01879,485,7405,18183,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,1
RPOS-053,5'-Methylthioadenosine,1,M+H,RPOS-053.1,165.3,2.755,298.0968365,298.0923651,298.101308,150.3,180.3,297.0895601,C11H15N5O3S,-1.8553,5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,HMDB0001173,,,,NA,C00170,16739738,149,17509,"InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1",WUUGFSXJNOTRMR-IOSLPCCCSA-N,1
RPOS-054,5-Methylcytosine,1,M+H,RPOS-054.1,39.36,0.656,126.06674,126.064849,126.068631,24.36,54.36,125.0589119,C5H7N3O,-0.74951,Diazines,Pyrimidines and pyrimidine derivatives,Hydroxypyrimidines,HMDB0002894,,,,NA,C02376,58551,65040,27551,"InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)",LRSASMSXMSNRBT-UHFFFAOYSA-N,1
RPOS-055,4-Pyridoxic acid,1,M+H,RPOS-055.1,103.26,1.721,184.06098,184.0582191,184.0637409,88.26,118.26,183.0531578,C8H9NO4,-0.21448,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids,HMDB0000017,,,,NA,C00847,6467,6723,17405,"InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)",HXACOUQIXZGNBF-UHFFFAOYSA-N,1
RPOS-056,Imidazoleacetic acid,1,M+H,RPOS-056.1,36.18,0.603,127.05075,127.0488442,127.0526558,21.18,51.18,126.0429274,C5H6N2O2,-0.9674,Azoles,Imidazoles,Imidazolyl carboxylic acids and derivatives,HMDB0002024,,,,NA,C02835,86856,96215,16974,"InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)",PRJKNHOMHKJCEJ-UHFFFAOYSA-N,1
RPOS-057,Kynurenic acid,1,M+H,RPOS-057.1,185.52,3.092,190.05042,190.0475692,190.0532708,170.52,200.52,189.0425931,C10H7NO3,0.0991,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids,HMDB0000715,,,,NA,C01717,3712,3845,18344,"InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)",HCZHHEIFKROPDY-UHFFFAOYSA-N,1
RPOS-058,4-Guanidinobutanoic acid,1,M+H,RPOS-058.1,52.44,0.874,146.09295,146.0907586,146.0951414,37.44,67.44,145.0851266,C5H11N3O2,-2.55853,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,HMDB0003464,,,,NA,C01035,486,500,15728,"InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)",TUHVEAJXIMEOSA-UHFFFAOYSA-N,1
RPOS-059,1-Methylpiperidine-2-carboxylic acid (N-methyl pipecolic acid),1,M+H,RPOS-059.1,55.86,0.931,144.10245,144.1002885,144.1046115,40.86,70.86,143.0946287,C7H13NO2,-1.2187,NA,NA,NA,NA,,,,NA,NA,368258,415939,NA,"InChI=1S/C7H13NO2/c1-8-5-3-2-4-6(8)7(9)10/h6H,2-5H2,1H3,(H,9,10)",BPSLZWSRHTULGU-UHFFFAOYSA-N,1
RPOS-061,Paraxanthine,1,M+H,RPOS-061.1,166.26,2.771,181.07255,181.0698339,181.0752661,151.26,181.26,180.0647255,C7H8N4O2,-1.2207,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001860,,,,NA,C13747,4525,4687,25858,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)",QUNWUDVFRNGTCO-UHFFFAOYSA-N,1
RPOS-062,1-Methyluric acid,1,M+H,RPOS-062.1,109.98,1.833,183.05182,183.0490742,183.0545658,94.98,124.98,182.04399,C6H6N4O3,-0.98,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0003099,,,,NA,C16359,62926,69726,68441,"InChI=1S/C6H6N4O3/c1-10-4(11)2-3(9-6(10)13)8-5(12)7-2/h1H3,(H,9,13)(H2,7,8,12)",QFDRTQONISXGJA-UHFFFAOYSA-N,1
RPOS-063,N4-Acetylcytidine,1,M+H,RPOS-063.1,130.8,2.18,286.10391,286.0996184,286.1082016,115.8,145.8,285.0960852,C11H15N3O6,-2.3852,Pyrimidine nucleosides,,Pyrimidine nucleosides,HMDB0005923,,,,NA,NA,96702,107461,70989,"InChI=1S/C11H15N3O6/c1-5(16)12-7-2-3-14(11(19)13-7)10-9(18)8(17)6(4-15)20-10/h2-3,6,8-10,15,17-18H,4H2,1H3,(H,12,13,16,19)/t6-,8-,9-,10-/m1/s1",NIDVTARKFBZMOT-PEBGCTIMSA-N,1
RPOS-064,Doxycycline,1,M+H,RPOS-064.1,331.8,5.53,445.16109,445.1544126,445.1677674,316.8,346.8,444.1532657,C22H24N2O8,-1.69373,Tetracyclines,NA,Tetracyclines,HMDB0014399,Polyketides [PR],Linear tetracyclines [PK07],,LMPK07000001,C06973,10469369,54671203,50845,"InChI=1S/C22H24N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-7,10,14-15,17,25,27-29,32H,1-3H3,(H2,23,31)/t7-,10+,14+,15-,17-,22-/m0/s1",JBIWCJUYHHGXTC-AKNGSSGZSA-N,1
RPOS-065,Homocitrulline,1,M+H,RPOS-065.1,39,0.65,190.11917,190.1163182,190.1220218,24,54,189.1113414,C7H15N3O3,-2.90883,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000679,,,,NA,C02427,58582,65072,17443,"InChI=1S/C7H15N3O3/c8-5(6(11)12)3-1-2-4-10-7(9)13/h5H,1-4,8H2,(H,11,12)(H3,9,10,13)/t5-/m0/s1",XIGSAGMEBXLVJJ-YFKPBYRVSA-N,1
RPOS-066,Neopterin,1,M+H,RPOS-066.1,55.8,0.93,254.08893,254.0851187,254.0927413,40.8,70.8,253.0811039,C9H11N5O4,-2.04803,Pteridines and derivatives,Pterins and derivatives,Biopterins and derivatives,HMDB0000845,,,,NA,C05926,NA,135398721,NA,"InChI=1S/C9H11N5O4/c10-9-13-7-5(8(18)14-9)12-3(1-11-7)6(17)4(16)2-15/h1,4,6,15-17H,2H2,(H3,10,11,13,14,18)",BMQYVXCPAOLZOK-UHFFFAOYSA-N,1
RPOS-067,Cortisone,1,M+H,RPOS-067.1,417.6,6.96,361.2015,361.196082,361.206918,402.6,432.6,360.193674,C21H28O5,-0.6728,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,HMDB0002802,Sterols [ST],Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",LMST02030090,C00762,193441,222786,16962,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",MFYSYFVPBJMHGN-ZPOLXVRWSA-N,1
RPOS-068,Disaccharides,1,M+Na,RPOS-068.1,40.8,0.68,365.10598,365.1005034,365.1114566,25.8,55.8,342.1162115,C12H22O11,-4.976,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,HMDB0000258,,,,NA,C00089,5768,5988,17992,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",CZMRCDWAGMRECN-UGDNZRGBSA-N,1
RPOS-069,Indole-3-acetic acid,1,M+H,RPOS-069.1,335.4,5.59,176.07115,176.0685089,176.0737911,320.4,350.4,175.0633285,C10H9NO2,0.4218,Indoles and derivatives,Indolyl carboxylic acids and derivatives,"t	Indole-3-acetic acid derivatives",HMDB0000197,,,,NA,C00954,780,802,16411,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)",SEOVTRFCIGRIMH-UHFFFAOYSA-N,1
RPOS-070,Tryptamine,1,[M-NH3+H],RPOS-070.1,182.4,3.04,144.08132,144.0791588,144.0834812,167.4,197.4,160.1000484,C10H12N2,-0.0805,Indoles and derivatives,Tryptamines and derivatives,Tryptamines and derivatives,HMDB0000303,,,,NA,C00398,1118,1150,16765,"InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2",APJYDQYYACXCRM-UHFFFAOYSA-N ,1
RPOS-071,Tetrahydropentoxyline,1,[M+H],RPOS-071.1,120.6,2.01,367.15053,367.1450227,367.1560373,105.6,135.6,366.1427011,C17H22N2O7,-2.8661,Harmala alkaloids,,Harmala alkaloids,HMDB0012492,,,,NA,NA,NA,21125948,169367,"InChI=1S/C17H22N2O7/c20-6-11(21)14(22)16(24)15(23)13-12-8(5-10(19-13)17(25)26)7-3-1-2-4-9(7)18-12/h1-4,10-11,13-16,18-24H,5-6H2,(H,25,26)",LCHFAYIGHOVWSA-UHFFFAOYSA-N,2
RPOS-072,a-glycerophosphocholine,1,[M+H],RPOS-072.1,33.6,0.56,258.11065,258.1067783,258.1145217,18.6,48.6,257.102824,C8H20NO6P,-3.1312,Glycerophospholipids,Glycerophosphocholines,Glycerophosphocholines,HMDB0000086,,,,NA,C00670,10760,657272,135063,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3",SUHOQUVVVLNYQR-UHFFFAOYSA-N,1
RPOS-073,N-Acetylaspartylglutamic acid,1,[M+H],RPOS-073.1,87.6,1.46,305.09849,305.0939135,305.1030665,72.6,102.6,304.0906655,?C11H16N2O8,-2.7624,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,HMDB0001067,,,,NA,C12270,164080,5255,73688,"InChI=1S/C11H16N2O8/c1-5(14)12-7(4-9(17)18)10(19)13-6(11(20)21)2-3-8(15)16/h6-7H,2-4H2,1H3,(H,12,14)(H,13,19)(H,15,16)(H,17,18)(H,20,21)/t6-,7-/m0/s1",OPVPGKGADVGKTG-BQBZGAKWSA-N,1
RPOS-074,Theophylline,1,[M+H],RPOS-074.1,165.6,2.76,181.07255,181.0698339,181.0752661,150.6,180.6,180.0647255,C7H8N4O2,-2.1149,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001889,,,,NA,C07130,2068,2153,28177,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",ZFXYFBGIUFBOJW-UHFFFAOYSA-N,1
RPOS-075,18-Hydroxycortisol,1,[M+H],RPOS-075.1,337.8,5.63,379.21206,379.2063718,379.2177482,322.8,352.8,378.2042387,C21H30O6,-1.3732,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,HMDB0000418,Sterols [ST],Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",LMST02030193,NA,24840620,44263343,89455,"InChI=1S/C21H30O6/c1-19-6-4-13(24)8-12(19)2-3-14-15-5-7-21(27,17(26)10-22)20(15,11-23)9-16(25)18(14)19/h8,14-16,18,22-23,25,27H,2-7,9-11H2,1H3/t14-,15-,16-,18+,19-,20+,21+/m0/s1",HESFZGWRDUVOMS-FJNAKSJRSA-N,1
RPOS-076,Betaine,1,[M+H],RPOS-076.1,33.6,0.56,118.0868,118.0850287,118.0885713,18.6,48.6,117.0789786,C5H11NO2,-2.9105,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,HMDB0000043,,,,NA,C00719,242,248,17750,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",KWIUHFFTVRNATP-UHFFFAOYSA-N,1
RPOS-077,Quinolinic acid,1,[M+H],RPOS-077.1,61.8,1.03,168.02968,168.0271596,168.0322004,46.8,76.8,167.0218577,C7H5NO4,-0.487,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids,HMDB0000232,,,,NA,C03722,1037,1066,16675,"InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)",GJAWHXHKYYXBSV-UHFFFAOYSA-N,1
RPOS-078,5-Hydroxyindoleacetic acid,1,[M+H],RPOS-078.1,195.6,3.26,192.06607,192.063189,192.068951,180.6,210.6,191.0582432,C10H9NO3,0.5181,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indole-3-acetic acid derivatives,HMDB0000763,,,,NA,C05635,1760,1826,27823,"InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)",DUUGKQCEGZLZNO-UHFFFAOYSA-N,1
RPOS-079,"Adenosine 3',5'-cyclic monophosphate",1,[M+H],RPOS-079.1,99,1.65,330.06035,330.0553991,330.0653009,84,114,329.0525198,C10H12N5O6P,-1.6944,Purine nucleotides,Cyclic purine nucleotides,"3',5'-cyclic purine nucleotides",HMDB0000058,,,,NA,C00575,5851,6076,17489,"InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",IVOMOUWHDPKRLL-KQYNXXCUSA-N,1
RPOS-080,Carnitine,1,[M+H],RPOS-080.1,32.4,0.54,162.11302,162.1105883,162.1154517,17.4,47.4,161.1051933,C7H15NO3,-3.2608,Organonitrogen compounds,Quaternary ammonium salts,Carnitines,HMDB0000062,,,,NA,C00318,10455,10917,16347,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",PHIQHXFUZVPYII-ZCFIWIBFSA-N,1
RPOS-081,"N6,N6,N6-Trimethyl-L-lysine",1,[M+H],RPOS-081.1,27.6,0.46,189.1603,189.1574626,189.1631374,12.6,42.6,188.1524779,C9H20N2O2,-3.7023,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0001325,,,,NA,C03793,389120,440120,165870,"InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/t8-/m0/s1",MXNRLFUSFKVQSK-QMMMGPOBSA-N,1
RPOS-082,Serotonin,1,[M-NH3+H],RPOS-082.1,105.6,1.76,160.07624,160.0738389,160.0786411,90.6,120.6,176.094963,C10H12N2O,0.0158,Indoles and derivatives,Tryptamines and derivatives,Serotonins,HMDB0000259,,,,NA,C00780,5013,5202,28790,"InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2",QZAYGJVTTNCVMB-UHFFFAOYSA-N ,1
RPOS-083,Argininosuccinic acid,1,[M-NH3+H],RPOS-083.1,31.8,0.53,291.13046,291.126093,291.134827,16.8,46.8,290.1226343,C10H18N4O6,-4.97463,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Aspartic acid and derivatives,HMDB0000052,,,,NA,C03406,16059,16950,184023,"InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/t5-,6-/m0/s1",KDZOASGQNOPSCU-WDSKDSINSA-N,1
RPOS-084,3-Hydroxykynurenine,1,[M+H],RPOS-084.1,81.6,1.36,225.08753,225.0841537,225.0909063,66.6,96.6,224.0797069,C10H12N2O4,-1.666,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,HMDB0011631,,,,NA,C03227,87,89,17380,"InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)/t6-/m0/s1",VCKPUUFAIGNJHC-LURJTMIESA-N,1
RPOS-085,5-Hydroxy-L-tryptophan,1,[M+H],RPOS-085.1,106.8,1.78,221.09262,221.0893036,221.0959364,91.8,121.8,220.0847923,C11H12N2O3,-0.706,Indoles and derivatives,Tryptamines and derivatives,Serotonins,HMDB0000472,,,,NA,C00643,388413,439280,17780,"InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1",LDCYZAJDBXYCGN-VIFPVBQESA-N,1
RPOS-086,Imidazolelactic acid,1,[M+H],RPOS-086.1,36.6,0.61,157.06132,157.0589641,157.0636759,21.6,51.6,156.0534921,C6H8N2O3,-1.4397,Azoles,Imidazoles,Imidazolyl carboxylic acids and derivatives,HMDB0002320,,,,NA,NA,404046,459122,70808,"InChI=1S/C6H8N2O3/c9-5(6(10)11)3-8-2-1-7-4-8/h1-2,4-5,9H,3H2,(H,10,11)",JTYMXXCJQKGGFG-UHFFFAOYSA-N,1
RPOS-087,Tyrosine,1,[M+H],RPOS-087.1,84,1.4,182.08172,182.0789888,182.0844512,69,99,181.0738932,C9H11NO3,-0.9731,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Tyrosine and derivatives,HMDB0000158,,,,NA,C00082,5833,6057,17895,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,1
RPOS-088,Tyramine,1,[M-NH3+H],RPOS-088.1,87.6,1.46,121.06534,121.063524,121.067156,72.6,102.6,137.084064,C8H11NO,-0.2513,Benzene and substituted derivatives,Phenethylamines,Phenethylamines,HMDB0000306,,,,NA,C00483,5408,3766,15760,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2",DZGWFCGJZKJUFP-UHFFFAOYSA-N,1
RPOS-089,Dopamine,1,[M-NH3+H],RPOS-089.1,69,1.15,137.06025,137.0581941,137.0623059,54,84,153.0789786,C8H11NO2,-0.155,Phenols,Benzenediols,Catecholamines and derivatives,HMDB0000073,,,,NA,C03758,661,681,18243,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,1
RPOS-090,Butyrylcarnitine CAR(4:0),1,[M+H],RPOS-090.1,149.76,2.496,232.15488,232.1513977,232.1583623,134.76,164.76,231.1470582,C11H21NO4,-3.0385,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0002013,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070003,C02862,388877,213144,21949,"InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1",QWYFHHGCZUCMBN-SECBINFHSA-N,1
RPOS-091,N-methyl-L-proline,1,[M+H],RPOS-091.1,40.8,0.68,130.0868,130.0848487,130.0887513,25.8,55.8,129.0789786,C6H11NO2,-1.3628,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,HMDB0094696,,,,NA,NA,558617,643474,90344,"InChI=1S/C6H11NO2/c1-7-4-2-3-5(7)6(8)9/h5H,2-4H2,1H3,(H,8,9)/t5-/m0/s1",CWLQUGTUXBXTLF-YFKPBYRVSA-N,1
RPOS-092,Saccharopine,1,[M+H],RPOS-092.1,33.6,0.56,277.13996,277.1358029,277.1441171,18.6,48.6,276.1321364,C11H20N2O6,-3.7824,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,HMDB0000279,,,,NA,C00449,141086,160556,16927,"InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1",ZDGJAHTZVHVLOT-YUMQZZPRSA-N ,1
RPOS-093,Thymine,1,[M+H],RPOS-093.1,98.4,1.64,127.05075,127.0488442,127.0526558,83.4,113.4,126.0429274,C5H6N2O2,0.23962,Diazines,Pyrimidines and pyrimidine derivatives,Hydroxypyrimidines,HMDB0000262,,,,NA,C00178,1103,1135,17821,"InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)",RWQNBRDOKXIBIV-UHFFFAOYSA-N,1
RPOS-094,Guanine,1,[M+H],RPOS-094.1,55.2,0.92,152.05723,152.0549491,152.0595109,40.2,70.2,151.04941,C5H5N5O,-1.02683,Imidazopyrimidines,Purines and purine derivatives,Purines and purine derivatives,HMDB0000132,,,,NA,C00242,744,764,16235,"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",UYTPUPDQBNUYGX-UHFFFAOYSA-N,1
RPOS-095,Adenosine,1,[M+H],RPOS-095.1,96.6,1.61,268.10458,268.1005584,268.1086016,81.6,111.6,267.09675,C10H13N5O4,-2.5893,Purine nucleosides,,Purine nucleosides,HMDB0000050,,,,NA,C00212,54923,60961,16335,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",OIRDTQYFTABQOQ-KQYNXXCUSA-N,1
RPOS-096,3-Methylxanthine,1,[M+H],RPOS-096.1,117.6,1.96,167.0569,167.0543941,167.0594059,102.6,132.6,166.04908,C6H6N4O2,-1.0763,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001886,,,,NA,C16357,63805,70639,62207,"InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H,7,8)(H,9,11,12)",GMSNIKWWOQHZGF-UHFFFAOYSA-N,1
RPOS-097,3-Methoxytyrosine,1,[M+H],RPOS-097.1,106.2,1.77,212.09228,212.0890986,212.0954614,91.2,121.2,211.08446,C10H13NO4,-1.2105,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Tyrosine and derivatives,HMDB0001434,,,,NA,NA,1607,1670,172453,"InChI=1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)",PFDUUKDQEHURQC-UHFFFAOYSA-N,1
RPOS-098,7-Methylguanosine,1,[M+],RPOS-098.1,123,2.05,298.11514,298.1106683,298.1196117,108,138,298.11514,C11H16N5O5,-3.60213,Purine nucleosides,,Purine nucleosides,HMDB0001107,,,,NA,NA,393054,135445750,20794,"InChI=1S/C11H15N5O5/c1-15-3-16(8-5(15)9(20)14-11(12)13-8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2-,12,13,14,20)/p+1/t4-,6-,7-,10-/m1/s1",OGHAROSJZRTIOK-KQYNXXCUSA-O,1
RPOS-099,Quinaldic acid,1,[M+H],RPOS-099.1,194.4,3.24,174.0555,174.0528892,174.0581108,179.4,209.4,173.04768,C10H7NO2,0.897,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids,HMDB0000842,,,,NA,C06325,6857,7124,18386,"InChI=1S/C10H7NO2/c12-10(13)9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H,12,13)",LOAUVZALPPNFOQ-UHFFFAOYSA-N,1
RPOS-0100,Tiglylcarnitine CAR(5:1),1,[M+H],RPOS-0100.1,181.8,3.03,244.15488,244.1512177,244.1585423,166.8,196.8,243.14706,C12H21NO4,-2.8724,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0002366,,,,NA,C02301,34999729,91825636,85520,"InChI=1S/C12H21NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h6,10H,7-8H2,1-5H3/b9-6+/t10-/m1/s1",WURBQCVBQNMUQT-OLKPEBQYSA-N,1
RPOS-0101,Hexanoylcarnitine CAR(6:0),1,[M+H],RPOS-0101.1,272.4,4.54,260.18618,260.1822772,260.1900828,257.4,287.4,259.17836,C13H25NO4,-2.7503,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000756,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070001,C02301,2497478,3246938,84834,"InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1",VVPRQWTYSNDTEA-LLVKDONJSA-N,1
RPOS-0102,Decanoylcarnitine CAR(10:0),1,[M+H],RPOS-0102.1,484.2,8.07,316.24878,316.2440363,316.2535237,469.2,499.2,315.24096,C17H33NO4,-2.1739,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000651,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070059,C02301,8420677,11953821,68830,"InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3",LZOSYCMHQXPBFU-UHFFFAOYSA-N,1
