cpdID,cpdName,feature,ion,IonID,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGID,chemspiderID,PubChemID,ChEBIID,InChI,InChIKey,MSIAnnotationLevel
RNEG-052,Xanthosine,1,M-H,RNEG-052.1,109.8,1.83,283.06786,283.063614,283.072106,94.8,124.8,284.07568,C10H12N4O6,-1.6735,Purine nucleosides,,Purine nucleosides,HMDB0000299,,,,NA,C01762,58484,64959,18107,"InChI=1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)/t3-,5-,6-,9-/m1/s1",UBORTCNDUKBEOP-UUOKFMHZSA-N,1
RNEG-054,N-Acetylaspartic acid,1,M-H,RNEG-054.1,60,1,174.04025,174.0376394,174.0428606,45,75,175.0480724,C6H9NO5,-1.7413,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Aspartic acid and derivatives,HMDB0000812,,,,NA,C0104,58576,65065,21547,"InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1",OTCCIMWXFLJLIA-BYPYZUCNSA-N,1
RNEG-055,"Adenosine 3',5'-cyclic monophosphate",1,M-H,RNEG-055.1,97.2,1.62,328.0447,328.0397793,328.0496207,82.2,112.2,329.05252,C10H12N5O6P,-1.6944,Purine nucleotides,Cyclic purine nucleotides,"3',5'-cyclic purine nucleotides",HMDB0000058,,,,NA,C00575,5851,6076,17489,"InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",IVOMOUWHDPKRLL-KQYNXXCUSA-N,1
RNEG-056,N-Acetyl-L-carnosine,1,M-H,RNEG-056.1,55.2,0.92,267.10933,267.1053234,267.1133366,40.2,70.2,268.117155,C11H16N4O4,-1.8558,Peptidomimetics,Hybrid peptides,Hybrid peptides,HMDB0012881,,,,NA,NA,8396518,10221026,172509,"InChI=1S/C11H16N4O4/c1-7(16)13-3-2-10(17)15-9(11(18)19)4-8-5-12-6-14-8/h5-6,9H,2-4H2,1H3,(H,12,14)(H,13,16)(H,15,17)(H,18,19)/t9-/m1/s1",BKAYIFDRRZZKNF-SECBINFHSA-N,1
RNEG-057,Riboflavin,1,M-H,RNEG-057.1,229.2,3.82,375.13046,375.124833,375.136087,214.2,244.2,376.1382844,C17H20N4O6,-1.81776,Pteridines and derivatives,Alloxazines and isoalloxazines,Flavins,HMDB0000244,,,,NA,C00255,431981,493570,17015,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1",AUNGANRZJHBGPY-SCRDCRAPSA-N,1
RNEG-058,D-Glucaric acid | D-Galactaric acid,1,M-H,RNEG-058.1,34.2,0.57,209.02974,209.0266046,209.0328754,19.2,49.2,210.0375673,C6H10O8,-3.418,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glucuronic acid derivatives,HMDB0029881 | HMDB0000639,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170108 | LMFA01170107,C0081 | C00879,30577 | 2301286,33037 | 3037582,16002 | 30852,"InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/t1-,2-,3-,4+/m0/s1 | InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/t1-,2+,3+,4-",DSLZVSRJTYRBFB-LLEIAEIESA-N | DSLZVSRJTYRBFB-DUHBMQHGSA-N,1
RNEG-059,Pimelic acid,1,M-H,RNEG-059.1,207.6,3.46,159.06573,159.063344,159.068116,192.6,222.6,160.07356,C7H12O4,-0.7199,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,HMDB0000857,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170051,C02656,376,385,30531,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)",WLJVNTCWHIRURA-UHFFFAOYSA-N,1
RNEG-060,Suberic acid,1,M-H,RNEG-060.1,267.6,4.46,173.08138,173.0787838,173.0839762,252.6,282.6,174.08921,C8H14O4,-0.5758,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,HMDB0000893,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170001,C08278,10025,10457,9300,"InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)",TYFQFVWCELRYAO-UHFFFAOYSA-N,1
RNEG-061,Sucrose,1,M-H,RNEG-061.1,40.8,0.68,341.10839,341.1032734,341.1135066,25.8,55.8,342.1162115,C12H22O11,-4.976,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,HMDB0000258,,,,NA,C00089,5768,5988,17992,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",CZMRCDWAGMRECN-UGDNZRGBSA-N,1
RNEG-062,p-Hydroxymandelic acid,1,M-H,RNEG-062.1,94.2,1.57,167.03443,167.0319245,167.0369355,79.2,109.2,168.0422587,C8H8O4,0.1326,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids,HMDB0000822,,,,NA,C11527,321,328,16388,"InChI=1S/C8H8O4/c9-6-3-1-5(2-4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)",YHXHKYRQLYQUIH-UHFFFAOYSA-N,1
RNEG-063,Homovanillic acid,1,M-H,RNEG-063.1,228,3.8,181.05008,181.0473642,181.0527958,213,243,182.0579088,C9H10O4,0.0136,Phenols,Methoxyphenols,Methoxyphenols,HMDB0000118,,,,NA,C05582,1675,1738,545959,"InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",QRMZSPFSDQBLIX-UHFFFAOYSA-N,1
RNEG-064,Vanillylmandelic acid,1,M-H,RNEG-064.1,118.2,1.97,197.045,197.0420443,197.0479557,103.2,133.2,198.0528234,C9H10O5,-0.1048,Phenols,Methoxyphenols,Methoxyphenols,HMDB0000291,,,,NA,C05584,1207,1245,NA,"InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)/t8-/m0/s1",CGQCWMIAEPEHNQ-QMMMGPOBSA-N,1
RNEG-065,Phenyllactic acid,1,M-H,RNEG-065.1,270.6,4.51,165.05517,165.0526942,165.0576458,255.6,285.6,166.0629942,C9H10O3,-0.3397,Phenylpropanoic acids,,Phenylpropanoic acids,HMDB0000779,,,,NA,C00994,3715,3848,25998,"InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)",VOXXWSYKYCBWHO-UHFFFAOYSA-N,1
RNEG-066,2-Hydroxyisobutyric acid,1,M-H,RNEG-066.1,97.2,1.62,103.03952,103.0379744,103.0410656,82.2,112.2,104.0473441,C4H8O3,-0.9264,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,HMDB0000729,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],LMFA01050417,NA,11181,11671,50129,"InChI=1S/C4H8O3/c1-4(2,7)3(5)6/h7H,1-2H3,(H,5,6)",BWLBGMIXKSTLSX-UHFFFAOYSA-N,1
RNEG-067,Sorbitol | Mannitol | Galactitol,1,M-H,RNEG-067.1,34.2,0.57,181.07121,181.0684939,181.0739261,19.2,49.2,182.0790382,C6H14O6,-2.9632,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,HMDB0000247 | HMDB0000765 | HMDB0000107,,,,NA,C00794 | C00392 | C01697,,5780 | 6251 | 11850,17924 | 16899 | 16813,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1 | InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1 | InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-",,1
RNEG-068,Indoxyl glucuronide,1,M-H,RNEG-068.1,203.4,3.39,308.07703,308.0724088,308.0816512,188.4,218.4,309.0848518,C14H15NO7,-1.5002,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Steroid glucuronide conjugates,HMDB0010319,,,,NA,NA,2015556,2733785,145223,"InChI=1S/C14H15NO7/c16-9-10(17)12(13(19)20)22-14(11(9)18)21-8-5-15-7-4-2-1-3-6(7)8/h1-5,9-12,14-18H,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1",KUYNOZVWCFXSNE-BYNIDDHOSA-N,1
RNEG-069,Na-Acetyl-L-arginine,1,M-H,RNEG-069.1,54.6,0.91,215.11442,215.1111933,215.1176467,39.6,69.6,216.1222404,C8H16N4O3,-3.00353,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-L-alpha-amino acids,HMDB0004620,,,,NA,NA,60752,67427,40521,"InChI=1S/C8H16N4O3/c1-5(13)12-6(7(14)15)3-2-4-11-8(9)10/h6H,2-4H2,1H3,(H,12,13)(H,14,15)(H4,9,10,11)/t6-/m0/s1",SNEIUMQYRCDYCH-LURJTMIESA-N,1
RNEG-070,Citric acid,1,M-H,RNEG-070.1,67.5,1.125,191.01918,191.0163147,191.0220453,52.5,82.5,192.0270026,C6H8O7,-2.3668,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,HMDB0000094,,,,NA,C00158,305,311,30769,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KRKNYBCHXYNGOX-UHFFFAOYSA-N,1
RNEG-071,Isocitric acid,1,M-H,RNEG-071.1,46.2,0.77,191.01918,191.0163147,191.0220453,31.2,61.2,192.0270026,C6H8O7,-2.5109,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,HMDB0000193,,,,NA,C00311,1161,1198,30887,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)",ODBLHEXUDAPZAU-UHFFFAOYSA-N,1
RNEG-072,Pregnanediol-3-glucuronide,1,M-H,RNEG-072.1,553.8,9.23,495.29579,495.2883606,495.3032194,538.8,568.8,496.3036184,C27H44O8,-1.7207,Steroids and steroid derivatives,Steroidal glycosides,Steroid glucuronide conjugates,HMDB0010318,,,,NA,NA,110346,123796,88765,"InChI=1S/C27H44O8/c1-13(28)17-6-7-18-16-5-4-14-12-15(8-10-26(14,2)19(16)9-11-27(17,18)3)34-25-22(31)20(29)21(30)23(35-25)24(32)33/h13-23,25,28-31H,4-12H2,1-3H3,(H,32,33)/t13-,14+,15+,16-,17+,18-,19-,20-,21-,22+,23-,25+,26-,27+/m0/s1",ZFFFJLDTCLJDHL-JQYCEVDMSA-N,1
RNEG-073,Gallic acid,1,M-H,RNEG-073.1,103.32,1.722,169.0137,169.0111648,169.0162352,88.32,118.32,170.0215233,C7H6O5,0.7607,Benzene and substituted derivatives,Benzoic acids and derivatives,Gallic acids,HMDB0005807,,,,NA,C01424,361,370,30778,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",LNTHITQWFMADLM-UHFFFAOYSA-N,1
RNEG-074,Phenylacetylglycine,1,M-H,RNEG-074.1,240.6,4.01,192.06607,192.063189,192.068951,225.6,255.6,193.0738932,C10H11NO3,-0.4328,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,HMDB0000821,,,,NA,C05598,61452,68144,27480,"InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)",UTYVDVLMYQPLQB-UHFFFAOYSA-N,1
RNEG-075,4-Hydroxyphenylacetic acid,1,M-H,RNEG-075.1,204.6,3.41,151.03952,151.0372544,151.0417856,189.6,219.6,152.0473441,C8H8O3,0.251,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids ,HMDB0000020,,,,NA,C00642,124,127,18101,"InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",XQXPVVBIMDBYFF-UHFFFAOYSA-N,1
RNEG-076,2-Hydroxyphenylacetic acid,1,M-H,RNEG-076.1,246.6,4.11,151.03952,151.0372544,151.0417856,231.6,261.6,152.0473441,C8H8O3,0.251,Benzene and substituted derivatives,Phenylacetic acids,2(hydroxyphenyl)acetic acids,HMDB0000669,,,,NA,C05852,11476,11970,28478,"InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",CCVYRRGZDBSHFU-UHFFFAOYSA-N,1
RNEG-077,3-Hydroxyphenylacetic acid,1,[M-H+HCOONa],RNEG-077.1,224.4,3.74,219.02694,219.0236546,219.0302254,209.4,239.4,152.0473441,C8H8O3,0.251,Phenols,1-hydroxy-4-unsubstituted benzenoids,1-hydroxy-4-unsubstituted benzenoids,HMDB0000440,,,,NA,C05593,11624,12122,17445,"InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",FVMDYYGIDFPZAX-UHFFFAOYSA-N,1
RNEG-078,4-Hydroxybenzoic acid,1,[M-H],RNEG-078.1,189.6,3.16,137.02387,137.0218146,137.0259254,174.6,204.6,138.0316941,C7H6O3,0.5681,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,HMDB0000500,,,,NA,C00156,132,135,30763,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",FJKROLUGYXJWQN-UHFFFAOYSA-N,1
RNEG-079,Citraconic acid,1,[M-H],RNEG-079.1,103.8,1.73,129.01878,129.0168447,129.0207153,88.8,118.8,130.0266087,C5H6O4,-0.9861,Fatty Acyls,Fatty acids and conjugates,Methyl-branched fatty acids,HMDB0000634,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170099,C02226,553689,643798,17626,"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)/b3-2-",HNEGQIOMVPPMNR-IHWYPQMZSA-N,1
RNEG-080,Cis-aconitic acid,1,[M-H],RNEG-080.1,78,1.3,173.00861,173.0060149,173.0112051,63,93,174.0164379,C6H6O6,-1.7063,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,HMDB0000072,,,,NA,C00417,558863,643757,32805,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-",GTZCVFVGUGFEME-IWQZZHSRSA-N,1
RNEG-081,p-Cresol glucuronide,1,[M-H],RNEG-081.1,258,4.3,283.08178,283.0775338,283.0860262,243,273,284.0896029,C13H16O7,-1.70488,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,HMDB0011686,,,,NA,NA,135751,154035,87986,"InChI=1S/C13H16O7/c1-6-2-4-7(5-3-6)19-13-10(16)8(14)9(15)11(20-13)12(17)18/h2-5,8-11,13-16H,1H3,(H,17,18)/t8-,9-,10+,11-,13+/m0/s1",JPAUCQAJHLSMQW-XPORZQOISA-N ,2
RNEG-082,4-Hydroxycinnamic acid,1,[M-H],RNEG-082.1,261,4.35,163.03952,163.0370744,163.0419656,246,276,164.0473441,C9H8O3,0.7217,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acids,HMDB0002035,,,,NA,C00811,553148,637542,32374,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+",NGSWKAQJJWESNS-ZZXKWVIFSA-N,1
RNEG-083,m-Coumaric acid,1,[M-H],RNEG-083.1,293,4.88,163.03952,163.0370744,163.0419656,278,308,164.0473441,C9H8O3,0.7217,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acids,HMDB0001713,,,,NA,C12621,553147,637541,32357,"InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)/b5-4+",KKSDGJDHHZEWEP-SNAWJCMRSA-N,1
RNEG-084,Succinylaminoimidazole carboxamide riboside,1,[M-H],RNEG-084.1,99,1.65,373.09955,373.0939535,373.1051465,84,114,374.10738,C13H18N4O9,-4.44,Imidazole ribonucleosides and ribonucleotides,1-ribosyl-imidazolecarboxamides,1-ribosyl-imidazolecarboxamides,HMDB0240295,,,,NA,NA,4159901,54478644,NA,"InChI=1S/C13H18N4O9/c14-10-7(11(23)16-4(13(24)25)1-6(19)20)15-3-17(10)12-9(22)8(21)5(2-18)26-12/h3-5,8-9,12,18,21-22H,1-2,14H2,(H,16,23)(H,19,20)(H,24,25)/t4-,5+,8+,9+,12+/m0/s1",XNKLTOHYNRQCLJ-ZZZDFHIKSA-N ,1
RNEG-085,Isobutyrylglycine,1,[M-H],RNEG-085.1,124.2,2.07,144.06607,144.063909,144.068231,109.2,139.2,145.07389,C6H11NO3,-1.0195,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,HMDB0000730,,,,NA,NA,9030891,10855600,70979,"InChI=1S/C6H11NO3/c1-4(2)6(10)7-3-5(8)9/h4H,3H2,1-2H3,(H,7,10)(H,8,9)",DCICDMMXFIELDF-UHFFFAOYSA-N,1
RNEG-086,Succinyladenosine,1,[M-H],RNEG-086.1,138.6,2.31,382.09989,382.0941585,382.1056215,123.6,153.6,383.10771,C14H17N5O8,-3.5825,Purine nucleosides,,Purine nucleosides,HMDB0000912,,,,NA,NA,17216022,20849086,71169,"InChI=1S/C14H17N5O8/c20-2-6-9(23)10(24)13(27-6)19-4-17-8-11(15-3-16-12(8)19)18-5(14(25)26)1-7(21)22/h3-6,9-10,13,20,23-24H,1-2H2,(H,21,22)(H,25,26)(H,15,16,18)/t5-,6+,9+,10+,13+/m0/s1",VKGZCEJTCKHMRL-VWJPMABRSA-N,1
RNEG-087,5-Hydroxyindole sulfate,1,[M-H],RNEG-087.1,168.6,2.81,212.00175,211.99857,212.00493,153.6,183.6,213.00958,C8H7NO4S,0.2223,NA,NA,NA,NA,,,,NA,NA,NA,152531758,NA,"InChI=1S/C8H7NO4S/c10-14(11,12)13-7-1-2-8-6(5-7)3-4-9-8/h1-5,9H,(H,10,11,12)",YJRFFCVUYDRNTR-UHFFFAOYSA-N,1
RNEG-088,Tiglylglycine,1,[M-H],RNEG-088.1,175.2,2.92,156.06607,156.063729,156.068411,160.2,190.2,157.07389,C7H11NO3,-0.7093,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,HMDB0000959,,,,NA,NA,4945715,6441567,73018,"InChI=1S/C7H11NO3/c1-3-5(2)7(11)8-4-6(9)10/h3H,4H2,1-2H3,(H,8,11)(H,9,10)/b5-3+",WRUSVQOKJIDBLP-HWKANZROSA-N,1
RNEG-089,N-Acetyltyrosine,1,[M-H],RNEG-089.1,178.2,2.97,222.07663,222.0732989,222.0799611,163.2,193.2,223.08446,C11H13NO4,-0.194,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Tyrosine and derivatives,HMDB0000866,,,,NA,C01657,61606,68310,21563,"InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1",CAHKINHBCWCHCF-JTQLQIEISA-N,1
RNEG-090,N-Acetylisoleucine,1,[M-H],RNEG-090.1,241.8,4.03,172.09737,172.0947885,172.0999515,226.8,256.8,173.10519,C8H15NO3,-0.7329,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Isoleucine and derivatives,HMDB0061684,,,,NA,NA,5397969,7036275,21555,"InChI=1S/C8H15NO3/c1-4-5(2)7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t5-,7-/m0/s1",JDTWZSUNGHMMJM-FSPLSTOPSA-N,1
RNEG-091,N-Acetyltryptophan,1,[M-H],RNEG-091.1,297.6,4.96,245.09262,245.0889436,245.0962964,282.6,312.6,246.10044,C13H14N2O3,-0.0232,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-L-alpha-amino acids,HMDB0013713,,,,NA,NA,1925,700653,74640,"InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)/t12-/m0/s1",DZTHIGRZJZPRDV-LBPRGKRZSA-N,1
RNEG-092,Ketoleucine,1,[M-H],RNEG-092.1,211.2,3.52,129.05517,129.0532342,129.0571058,196.2,226.2,130.06299,C6H10O3,-0.7188,Keto acids and derivatives,Short-chain keto acids and derivatives,Short-chain keto acids and derivatives,HMDB0000695,,,,NA,C00233,69,70,48430,"InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)",BKAJNAXTPSGJCU-UHFFFAOYSA-N ,1
RNEG-093,3-Methyl-2-oxovaleric acid,1,[M-H],RNEG-093.1,193.2,3.22,129.05517,129.0532342,129.0571058,178.2,208.2,130.06299,C6H10O3,-0.7188,Keto acids and derivatives,Short-chain keto acids and derivatives,Fatty acid esters,HMDB0000491,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Methyl branched fatty acids [FA0102],LMFA01020275,C00671,388419,439286,15614,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/t4-/m0/s1",JVQYSWDUAOAHFM-BYPYZUCNSA-N,1
RNEG-094,3-Hydroxy-3-methylglutaric acid,1,[M-H],RNEG-094.1,93,1.55,161.045,161.0425843,161.0474157,78,108,162.05282,C6H10O5,-1.5025,Fatty Acyls,Fatty acids and conjugates,Hydroxy fatty acids,HMDB0000355,,,,NA,C03761,1600,1662,16831,"InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)",NPOAOTPXWNWTSH-UHFFFAOYSA-N,1
RNEG-095,Dopamine 4-O-sulfate,1,[M-H],RNEG-095.1,89.4,1.49,232.02797,232.0244896,232.0314504,74.4,104.4,233.03579,C8H11NO5S,-1.2447,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0004148,,,,NA,C13691,110461,123932,34729,"InChI=1S/C8H11NO5S/c9-4-3-6-1-2-8(7(10)5-6)14-15(11,12)13/h1-2,5,10H,3-4,9H2,(H,11,12,13)",DEKNNWJXAQTLFA-UHFFFAOYSA-N,1
RNEG-096,Dopamine 3-O-sulfate,1,[M-H],RNEG-096.1,93.6,1.56,232.02797,232.0244896,232.0314504,78.6,108.6,233.03579,C8H11NO5S,-1.2447,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0006275,,,,NA,C13690,108936,122136,37946,"InChI=1S/C8H11NO5S/c9-4-3-6-1-2-7(10)8(5-6)14-15(11,12)13/h1-2,5,10H,3-4,9H2,(H,11,12,13)",NZKRYJGNYPYXJZ-UHFFFAOYSA-N,1
RNEG-097,Ribonic acid,1,[M-H],RNEG-097.1,36,0.6,165.03991,165.0374344,165.0423856,21,51,166.04774,C5H10O6,-2.6962,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,HMDB0000867,,,,NA,C01685,4574162,5460677,21077,"InChI=1S/C5H10O6/c6-1-2(7)3(8)4(9)5(10)11/h2-4,6-9H,1H2,(H,10,11)/t2-,3-,4-/m1/s1",QXKAIJAYHKCRRA-BXXZVTAOSA-N,1
RNEG-098,L-Ascorbic acid 2-sulfate,1,[M-H],RNEG-098.1,42.6,0.71,254.98108,254.9772553,254.9849047,27.6,57.6,255.9889,C6H8O9S,-2.6986,Dihydrofurans,Furanones,Butenolides,HMDB0060649,,,,NA,NA,77998,54676864,167715,"InChI=1S/C6H8O9S/c7-1-2(8)4-3(9)5(6(10)14-4)15-16(11,12)13/h2,4,7-9H,1H2,(H,11,12,13)/t2-,4+/m0/s1",XDBMXUKHMOFBPJ-ZAFYKAAXSA-N,1
RNEG-099,Orotic acid,1,[M-H],RNEG-099.1,48.6,0.81,155.00928,155.0069549,155.0116051,33.6,63.6,156.01711,C5H4N2O4,-0.2996,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidinecarboxylic acids,HMDB0000226,,,,NA,C00295,942,967,16742,"InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)",PXQPEWDEAKTCGB-UHFFFAOYSA-N,1
RNEG-100,Acesulfame,1,[M-H],RNEG-100.1,114,1.9,161.9861,161.9836702,161.9885298,99,129,162.99393,C4H5NO4S,-0.6683,Organic sulfuric acids and derivatives,,Organic sulfuric acids and derivatives,HMDB0033585,,,,NA,NA,33607,36573,83501,"InChI=1S/C4H5NO4S/c1-3-2-4(6)5-10(7,8)9-3/h2H,1H3,(H,5,6)",YGCFIWIQZPHFLU-UHFFFAOYSA-N,1
RNEG-101,Sumiki's acid,1,[M-H],RNEG-101.1,126,2.1,141.01878,141.0166647,141.0208953,111,141,142.02661,C6H6O4,-0.0522,Furans,Furoic acid and derivatives,Furoic acids,HMDB0002432,,,,NA,C20448,72827,80642,89118,"InChI=1S/C6H6O4/c7-3-4-1-2-5(10-4)6(8)9/h1-2,7H,3H2,(H,8,9)",PCSKKIUURRTAEM-UHFFFAOYSA-N,1
RNEG-102,Saccharin,1,[M-H],RNEG-102.1,162,2.7,181.99119,181.9884601,181.9939199,147,177,182.99901,C7H5NO3S,-0.0965,Benzothiazoles,NA,Benzothiazoles,HMDB0029723,,,,NA,C12283,4959,5143,32111,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)",CVHZOJJKTDOEJC-UHFFFAOYSA-N,1
